Row ID,Ship Mode,Customer ID,Customer Name,Country,City,Postal Code,Product ID,Category,Product Name,Sales Price
49,Standard Class,LH-16900,Lena Hernandez,United States,Dover,19901,TEC-PH-10003988,Technology,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8
50,Standard Class,DP-13000,Darren Powers,United States,New Albany,47150,OFF-BI-10004410,Office Supplies,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",38.22
51,Standard Class,DP-13000,Darren Powers,United States,New Albany,47150,OFF-LA-10002762,Office Supplies,Avery 485,75.18
52,Standard Class,DP-13000,Darren Powers,United States,New Albany,47150,FUR-FU-10001706,Furniture,Longer-Life Soft White Bulbs,6.16
53,Standard Class,DP-13000,Darren Powers,United States,New Albany,47150,FUR-CH-10003061,Furniture,"Global Leather Task Chair, Black",89.99
54,Standard Class,JM-15265,Janet Molinari,United States,New York City,10024,OFF-FA-10000304,Office Supplies,Advantus Push Pins,15.26
55,Standard Class,JM-15265,Janet Molinari,United States,New York City,10024,TEC-PH-10002447,Technology,AT&T CL83451 4-Handset Telephone,1029.95
56,First Class,TB-21055,Ted Butterfield,United States,Troy,12180,OFF-ST-10000604,Office Supplies,Home/Office Personal File Carts,208.56
57,First Class,TB-21055,Ted Butterfield,United States,Troy,12180,OFF-PA-10001569,Office Supplies,Xerox 232,32.4
58,First Class,TB-21055,Ted Butterfield,United States,Troy,12180,FUR-CH-10003968,Furniture,Novimex Turbo Task Chair,319.41
59,First Class,TB-21055,Ted Butterfield,United States,Troy,12180,OFF-PA-10000587,Office Supplies,"Array Parchment Paper, Assorted Colors",14.56
60,First Class,TB-21055,Ted Butterfield,United States,Troy,12180,TEC-AC-10002167,Technology,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,30
61,First Class,TB-21055,Ted Butterfield,United States,Troy,12180,OFF-BI-10001460,Office Supplies,Plastic Binding Combs,48.48
62,First Class,TB-21055,Ted Butterfield,United States,Troy,12180,OFF-AR-10001868,Office Supplies,Prang Dustless Chalk Sticks,1.68
63,Standard Class,KM-16720,Kunst Miller,United States,Los Angeles,90004,TEC-AC-10004633,Technology,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",13.98
64,Standard Class,KM-16720,Kunst Miller,United States,Los Angeles,90004,OFF-BI-10001078,Office Supplies,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",25.824
65,Standard Class,KM-16720,Kunst Miller,United States,Los Angeles,90004,OFF-PA-10003892,Office Supplies,Xerox 1943,146.73
66,Standard Class,KM-16720,Kunst Miller,United States,Los Angeles,90004,FUR-FU-10000397,Furniture,Luxo Economy Swing Arm Lamp,79.76
67,Standard Class,PS-18970,Paul Stevenson,United States,Chicago,60610,FUR-CH-10001146,Furniture,"Global Value Mid-Back Manager's Chair, Gray",213.115
68,Standard Class,BS-11590,Brendan Sweed,United States,Gilbert,85234,OFF-AR-10002671,Office Supplies,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024
69,Standard Class,BS-11590,Brendan Sweed,United States,Gilbert,85234,TEC-PH-10002726,Technology,netTALK DUO VoIP Telephone Service,167.968
70,First Class,KD-16270,Karen Daniels,United States,Springfield,22153,OFF-PA-10000482,Office Supplies,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88
71,Standard Class,HM-14980,Henry MacAllister,United States,New York City,10009,OFF-BI-10004654,Office Supplies,Avery Binding System Hidden Tab Executive Style Index Sets,4.616
72,Second Class,TB-21520,Tracy Blumstein,United States,Jackson,49201,OFF-PA-10004675,Office Supplies,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05
73,Standard Class,JE-15745,Joel Eaton,United States,Memphis,38109,FUR-CH-10000513,Furniture,High-Back Leather Manager's Chair,831.936
74,Standard Class,JE-15745,Joel Eaton,United States,Memphis,38109,FUR-FU-10003708,Furniture,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",97.04
75,Standard Class,JE-15745,Joel Eaton,United States,Memphis,38109,OFF-ST-10004123,Office Supplies,Safco Industrial Wire Shelving System,72.784
76,First Class,KB-16600,Ken Brennan,United States,Houston,77041,OFF-BI-10004182,Office Supplies,Economy Binders,1.248
77,First Class,KB-16600,Ken Brennan,United States,Houston,77041,FUR-FU-10000260,Furniture,"6"" Cubicle Wall Clock, Black",9.708
78,First Class,KB-16600,Ken Brennan,United States,Houston,77041,OFF-ST-10000615,Office Supplies,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",27.24
79,Second Class,JE-15745,Joel Eaton,United States,Houston,77070,FUR-FU-10003194,Furniture,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3
80,First Class,SC-20770,Stewart Carmichael,United States,Decatur,35601,OFF-AP-10002118,Office Supplies,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16
81,First Class,SC-20770,Stewart Carmichael,United States,Decatur,35601,OFF-BI-10002309,Office Supplies,Avery Heavy-Duty EZD  Binder With Locking Rings,16.74
82,Standard Class,DN-13690,Duane Noonan,United States,San Francisco,94122,OFF-AR-10002053,Office Supplies,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9
83,Standard Class,DN-13690,Duane Noonan,United States,San Francisco,94122,OFF-ST-10002370,Office Supplies,"Sortfiler Multipurpose Personal File Organizer, Black",21.39
84,Standard Class,JC-16105,Julie Creighton,United States,Durham,27707,OFF-EN-10000927,Office Supplies,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984
85,First Class,CS-12400,Christopher Schild,United States,Chicago,60623,OFF-ST-10003656,Office Supplies,Safco Industrial Wire Shelving,230.376
86,Second Class,PO-18865,Patrick O'Donnell,United States,Columbia,29203,FUR-CH-10000863,Furniture,Novimex Swivel Fabric Task Chair,301.96
87,Standard Class,PG-18895,Paul Gonzalez,United States,Rochester,55901,TEC-AC-10001998,Technology,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99
88,Standard Class,PG-18895,Paul Gonzalez,United States,Rochester,55901,OFF-LA-10000134,Office Supplies,Avery 511,6.16
89,Second Class,GM-14455,Gary Mitchum,United States,Houston,77095,OFF-ST-10003442,Office Supplies,Eldon Portable Mobile Manager,158.368
90,Standard Class,JS-15685,Jim Sink,United States,Los Angeles,90036,OFF-AR-10004930,Office Supplies,Turquoise Lead Holder with Pocket Clip,20.1
91,Standard Class,JS-15685,Jim Sink,United States,Los Angeles,90036,TEC-PH-10004093,Technology,Panasonic Kx-TS550,73.584
92,Standard Class,JS-15685,Jim Sink,United States,Los Angeles,90036,OFF-PA-10000304,Office Supplies,Xerox 1995,6.48
93,Second Class,KB-16315,Karl Braun,United States,Minneapolis,55407,OFF-PA-10003177,Office Supplies,Xerox 1999,12.96
94,Second Class,KB-16315,Karl Braun,United States,Minneapolis,55407,FUR-FU-10003799,Furniture,"Seth Thomas 13 1/2"" Wall Clock",53.34
95,Second Class,KB-16315,Karl Braun,United States,Minneapolis,55407,OFF-BI-10002852,Office Supplies,Ibico Standard Transparent Covers,32.96
96,Standard Class,RB-19705,Roger Barcio,United States,Portland,97206,OFF-BI-10004738,Office Supplies,Flexible Leather- Look Classic Collection Ring Binder,5.682
97,Second Class,PN-18775,Parhena Norris,United States,New York City,10009,FUR-FU-10000629,Furniture,9-3/4 Diameter Round Wall Clock,96.53
98,First Class,KD-16345,Katherine Ducich,United States,San Francisco,94122,OFF-BI-10001721,Office Supplies,Trimflex Flexible Post Binders,51.312
99,Standard Class,ER-13855,Elpida Rittenbach,United States,Saint Paul,55106,OFF-AP-10000358,Office Supplies,Fellowes Basic Home/Office Series Surge Protectors,77.88
100,Standard Class,RB-19465,Rick Bensley,United States,Chicago,60610,OFF-PA-10003256,Office Supplies,Avery Personal Creations Heavyweight Cards,64.624
101,Standard Class,RB-19465,Rick Bensley,United States,Chicago,60610,TEC-AC-10001767,Technology,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.976
102,Standard Class,RB-19465,Rick Bensley,United States,Chicago,60610,OFF-BI-10002609,Office Supplies,Avery Hidden Tab Dividers for Binding Systems,1.788
103,Second Class,GZ-14470,Gary Zandusky,United States,Rochester,55901,OFF-PA-10004040,Office Supplies,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),23.92
104,Standard Class,LC-16870,Lena Cacioppo,United States,Aurora,80013,TEC-AC-10001552,Technology,Logitech K350 2.4Ghz Wireless Keyboard,238.896
105,Standard Class,LC-16870,Lena Cacioppo,United States,Aurora,80013,FUR-FU-10004006,Furniture,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36
106,Standard Class,LC-16870,Lena Cacioppo,United States,Aurora,80013,OFF-BI-10002794,Office Supplies,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",36.882
107,Standard Class,JM-15250,Janet Martin,United States,Charlotte,28205,TEC-AC-10003499,Technology,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,74.112
108,Standard Class,JM-15250,Janet Martin,United States,Charlotte,28205,TEC-PH-10002844,Technology,Speck Products Candyshell Flip Case,27.992
109,Standard Class,JM-15250,Janet Martin,United States,Charlotte,28205,OFF-AR-10000390,Office Supplies,Newell Chalk Holder,3.304
110,Standard Class,PA-19060,Pete Armstrong,United States,Orland Park,60462,TEC-AC-10000844,Technology,Logitech Gaming G510s - Keyboard,339.96
111,Standard Class,CV-12805,Cynthia Voltz,United States,New York City,10035,FUR-FU-10001934,Furniture,Magnifier Swing Arm Lamp,41.96
112,Standard Class,CL-12565,Clay Ludtke,United States,Urbandale,50322,OFF-AR-10000380,Office Supplies,"Hunt PowerHouse Electric Pencil Sharpener, Blue",75.96
113,Standard Class,CL-12565,Clay Ludtke,United States,Urbandale,50322,OFF-BI-10003981,Office Supplies,"Avery Durable Plastic 1"" Binders",27.24
114,Second Class,RC-19960,Ryan Crowe,United States,Columbus,43229,OFF-FA-10000621,Office Supplies,"OIC Colored Binder Clips, Assorted Sizes",40.096
115,Second Class,RC-19960,Ryan Crowe,United States,Columbus,43229,OFF-EN-10002600,Office Supplies,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",4.72
116,Second Class,RC-19960,Ryan Crowe,United States,Columbus,43229,OFF-PA-10004965,Office Supplies,Xerox 1921,23.976
117,Second Class,RC-19960,Ryan Crowe,United States,Columbus,43229,OFF-EN-10002504,Office Supplies,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",130.464
118,Standard Class,DK-13090,Dave Kipp,United States,Seattle,98103,FUR-TA-10001768,Furniture,Hon Racetrack Conference Tables,787.53
119,Standard Class,GG-14650,Greg Guthrie,United States,Bristol,37620,OFF-BI-10003650,Office Supplies,GBC DocuBind 300 Electric Binding Machine,157.794
120,First Class,SC-20725,Steven Cartwright,United States,Wilmington,19805,FUR-FU-10002157,Furniture,Artistic Insta-Plaque,47.04
121,First Class,SC-20725,Steven Cartwright,United States,Wilmington,19805,OFF-BI-10003910,Office Supplies,DXL Angle-View Binders with Locking Rings by Samsill,30.84
122,First Class,SC-20725,Steven Cartwright,United States,Wilmington,19805,OFF-ST-10000777,Office Supplies,"Companion Letter/Legal File, Black",226.56
123,First Class,SC-20725,Steven Cartwright,United States,Wilmington,19805,OFF-EN-10002500,Office Supplies,Globe Weis Peel & Seel First Class Envelopes,115.02
124,First Class,SC-20725,Steven Cartwright,United States,Wilmington,19805,TEC-PH-10003875,Technology,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,68.04
125,Second Class,AD-10180,Alan Dominguez,United States,Houston,77041,FUR-CH-10004063,Furniture,Global Deluxe High-Back Manager's Chair,600.558
126,Standard Class,PF-19165,Philip Fox,United States,Bloomington,61701,FUR-TA-10004534,Furniture,Bevis 44 x 96 Conference Tables,617.7
127,Standard Class,TS-21610,Troy Staebel,United States,Phoenix,85023,OFF-BI-10003274,Office Supplies,"Avery Durable Slant Ring Binders, No Labels",2.388
128,Standard Class,TS-21610,Troy Staebel,United States,Phoenix,85023,OFF-ST-10002974,Office Supplies,"Trav-L-File Heavy-Duty Shuttle II, Black",243.992
129,Second Class,LS-16975,Lindsay Shagiari,United States,Los Angeles,90004,FUR-CH-10001146,Furniture,"Global Task Chair, Black",81.424
130,Second Class,LS-16975,Lindsay Shagiari,United States,Los Angeles,90004,FUR-FU-10003773,Furniture,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56
131,First Class,DW-13585,Dorothy Wardle,United States,Columbus,43229,TEC-PH-10002293,Technology,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,59.97
132,First Class,DW-13585,Dorothy Wardle,United States,Columbus,43229,OFF-PA-10002377,Office Supplies,Xerox 1916,78.304
133,First Class,DW-13585,Dorothy Wardle,United States,Columbus,43229,OFF-FA-10002780,Office Supplies,Staples,21.456
134,Standard Class,LC-16885,Lena Creighton,United States,Roseville,95661,OFF-PA-10001804,Office Supplies,Xerox 195,20.04
135,Standard Class,LC-16885,Lena Creighton,United States,Roseville,95661,OFF-PA-10001736,Office Supplies,Xerox 1880,35.44
136,Standard Class,LC-16885,Lena Creighton,United States,Roseville,95661,OFF-AR-10001149,Office Supplies,"Sanford Colorific Colored Pencils, 12/Box",11.52
137,Standard Class,LC-16885,Lena Creighton,United States,Roseville,95661,OFF-FA-10002988,Office Supplies,Ideal Clamps,4.02
138,Standard Class,LC-16885,Lena Creighton,United States,Roseville,95661,OFF-BI-10004781,Office Supplies,GBC Wire Binding Strips,76.176
139,Standard Class,LC-16885,Lena Creighton,United States,Roseville,95661,OFF-SU-10001218,Office Supplies,Fiskars Softgrip Scissors,65.88
140,Standard Class,LC-16885,Lena Creighton,United States,Roseville,95661,FUR-FU-10001706,Furniture,Longer-Life Soft White Bulbs,43.12
141,Second Class,JD-15895,Jonathan Doherty,United States,Philadelphia,19140,FUR-FU-10004848,Furniture,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",82.8
142,Standard Class,SH-19975,Sally Hughsby,United States,San Francisco,94122,OFF-AR-10000940,Office Supplies,Newell 343,8.82
143,Standard Class,SH-19975,Sally Hughsby,United States,San Francisco,94122,OFF-EN-10004030,Office Supplies,Convenience Packs of Business Envelopes,10.86
144,Standard Class,SH-19975,Sally Hughsby,United States,San Francisco,94122,OFF-PA-10004327,Office Supplies,Xerox 1911,143.7
145,Standard Class,SG-20080,Sandra Glassco,United States,Independence,64055,OFF-AP-10001058,Office Supplies,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,839.43
146,Standard Class,HA-14920,Helen Andreada,United States,Pasadena,91104,OFF-ST-10003656,Office Supplies,Safco Industrial Wire Shelving,671.93
147,Standard Class,MG-17680,Maureen Gastineau,United States,Newark,43055,FUR-FU-10000521,Furniture,"Seth Thomas 14"" Putty-Colored Wall Clock",93.888
148,Standard Class,JE-16165,Justin Ellison,United States,Franklin,53132,TEC-PH-10000215,Technology,Plantronics Cordless Phone Headset with In-line Volume - M214C,384.45
149,Standard Class,JE-16165,Justin Ellison,United States,Franklin,53132,TEC-PH-10001448,Technology,Anker Astro 15000mAh USB Portable Charger,149.97
150,Standard Class,JE-16165,Justin Ellison,United States,Franklin,53132,FUR-CH-10000454,Furniture,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1951.84
151,Standard Class,JE-16165,Justin Ellison,United States,Franklin,53132,OFF-BI-10002735,Office Supplies,GBC Prestige Therm-A-Bind Covers,171.55
152,First Class,TW-21025,Tamara Willingham,United States,Scottsdale,85254,OFF-AP-10000326,Office Supplies,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,157.92
153,First Class,TW-21025,Tamara Willingham,United States,Scottsdale,85254,TEC-PH-10001254,Technology,Jabra BIZ 2300 Duo QD Duo Corded Headset,203.184
154,First Class,SP-20650,Stephanie Phelps,United States,San Jose,95123,OFF-PA-10001950,Office Supplies,Southworth 25% Cotton Antique Laid Paper & Envelopes,58.38
155,First Class,SP-20650,Stephanie Phelps,United States,San Jose,95123,OFF-PA-10002254,Office Supplies,Xerox 1883,105.52
156,First Class,SP-20650,Stephanie Phelps,United States,San Jose,95123,OFF-ST-10001590,Office Supplies,"Tenex Personal Project File with Scoop Front Design, Black",80.88
157,Standard Class,NK-18490,Neil Knudson,United States,Seattle,98105,OFF-AR-10001547,Office Supplies,Newell 311,6.63
158,Second Class,DB-13060,Dave Brooks,United States,Seattle,98115,FUR-CH-10004063,Furniture,Global Deluxe High-Back Manager's Chair,457.568
159,Standard Class,NP-18670,Nora Paige,United States,Edmond,73034,OFF-LA-10002475,Office Supplies,Avery 519,14.62
160,Standard Class,NP-18670,Nora Paige,United States,Edmond,73034,TEC-PH-10004536,Technology,Avaya 5420 Digital phone,944.93
161,First Class,TT-21070,Ted Trevino,United States,Los Angeles,90045,OFF-PA-10002751,Office Supplies,Xerox 1920,5.98
162,Second Class,EM-13960,Eric Murdock,United States,Philadelphia,19134,TEC-AC-10003657,Technology,Lenovo 17-Key USB Numeric Keypad,54.384
163,Standard Class,RD-19900,Ruben Dartt,United States,Carlsbad,88220,OFF-EN-10001990,Office Supplies,Staple envelope,28.4
164,Standard Class,MJ-17740,Max Jones,United States,Seattle,98115,OFF-BI-10004002,Office Supplies,Wilson Jones International Size A4 Ring Binders,27.68
165,Standard Class,BM-11140,Becky Martin,United States,San Antonio,78207,OFF-AR-10004441,Office Supplies,BIC Brite Liner Highlighters,9.936
166,Standard Class,BM-11140,Becky Martin,United States,San Antonio,78207,TEC-MA-10000822,Technology,Lexmark MX611dhe Monochrome Laser Printer,8159.952
167,Standard Class,BM-11140,Becky Martin,United States,San Antonio,78207,OFF-ST-10000991,Office Supplies,Space Solutions HD Industrial Steel Shelving.,275.928
168,Standard Class,BM-11140,Becky Martin,United States,San Antonio,78207,FUR-CH-10004287,Furniture,SAFCO Arco Folding Chair,1740.06
169,Standard Class,BM-11140,Becky Martin,United States,San Antonio,78207,OFF-AR-10002656,Office Supplies,Sanford Liquid Accent Highlighters,32.064
170,Standard Class,BM-11140,Becky Martin,United States,San Antonio,78207,OFF-AP-10002518,Office Supplies,Kensington 7 Outlet MasterPiece Power Center,177.98
171,Standard Class,BM-11140,Becky Martin,United States,San Antonio,78207,TEC-PH-10003931,Technology,JBL Micro Wireless Portable Bluetooth Speaker,143.976
172,Standard Class,CS-12130,Chad Sievert,United States,Los Angeles,90004,OFF-PA-10000659,Office Supplies,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",20.94
173,Standard Class,CS-12130,Chad Sievert,United States,Los Angeles,90004,OFF-PA-10001144,Office Supplies,Xerox 1913,110.96
174,Standard Class,CS-12130,Chad Sievert,United States,Los Angeles,90004,FUR-CH-10003817,Furniture,"Global Value Steno Chair, Gray",340.144
175,Standard Class,JB-15400,Jennifer Braxton,United States,Chicago,60623,OFF-AP-10000891,Office Supplies,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,52.448
176,Standard Class,JB-15400,Jennifer Braxton,United States,Chicago,60623,OFF-LA-10003148,Office Supplies,Avery 51,20.16
177,Second Class,SJ-20500,Shirley Jackson,United States,Houston,77036,OFF-AP-10002684,Office Supplies,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",97.264
178,Second Class,JE-15745,Joel Eaton,United States,Newark,43055,FUR-CH-10004698,Furniture,"Padded Folding Chairs, Black, 4/Carton",396.802
179,Second Class,JE-15745,Joel Eaton,United States,Newark,43055,OFF-SU-10002189,Office Supplies,Acme Rosewood Handle Letter Opener,15.88
180,Standard Class,JK-15640,Jim Kriz,United States,New York City,10009,OFF-AR-10001940,Office Supplies,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",3.28
